Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Country,State,City
7645,2025-03-02,Michelle,West,2563.99,28,Food,60.06,93.44,New,0.02,Credit Card,Retail,West-Michelle,USA,OR,Jonesmouth
6303,2025-09-27,Bethany,West,22658.83,42,Electronics,552.85,674.37,Returning,0.2,Credit Card,Online,West-Bethany,USA,CA,West Heathershire
9920,2025-05-17,Rachel,West,2979.75,22,Food,109.34,175.9,Returning,0.23,Credit Card,Online,West-Rachel,USA,OR,Brownton
2121,2025-09-25,Ann,South,19884.55,41,Electronics,366.79,591.45,Returning,0.18,Bank Transfer,Retail,South-Ann,USA,GA,West Brendan
1863,2025-09-13,Jeffrey,South,15717.14,36,Furniture,230.01,450.09,New,0.03,Bank Transfer,Online,South-Jeffrey,USA,FL,Jeanettestad
2639,2025-10-17,Jennifer,East,1811.85,21,Food,66.48,103.95,Returning,0.17,Bank Transfer,Retail,East-Jennifer,USA,NJ,Cookchester
4548,2025-05-17,Rebecca,North,104441.4,40,Furniture,1823.64,2901.15,New,0.1,Cash,Online,North-Rebecca,USA,NY,New Larryburgh
1065,2025-11-22,Barbara,North,124457.34,46,Furniture,2614.56,3340.24,Returning,0.19,Credit Card,Online,North-Barbara,USA,MA,Gilbertshire
9838,2025-09-10,Rhonda,North,2083.01,22,Food,80.68,108.83,Returning,0.13,Cash,Online,North-Rhonda,USA,NY,West Deniseview
5385,2025-02-13,Patrick,North,4706.13,36,Food,134.66,161.39,New,0.19,Credit Card,Online,North-Patrick,USA,NY,Port Michael
4556,2025-09-14,Adam,West,4861.53,44,Food,111.54,139.86,New,0.21,Bank Transfer,Retail,West-Adam,USA,CA,West Cody
5602,2025-05-09,Frank,West,42895.38,49,Electronics,836.32,1094.27,New,0.2,Credit Card,Online,West-Frank,USA,CA,Lake Natasha
7404,2025-03-19,Austin,West,91441.93,47,Furniture,1615.28,2372.65,New,0.18,Cash,Online,West-Austin,USA,OR,Longside
9326,2025-10-26,Jamie,East,802.65,17,Food,40.4,58.29,Returning,0.19,Cash,Retail,East-Jamie,USA,VA,Lake Scott
9840,2025-08-04,Diana,East,2589.91,37,Food,43.52,82.35,Returning,0.15,Credit Card,Online,East-Diana,USA,NY,Jessicachester
7929,2025-08-08,Tracy,South,4190.35,5,Electronics,613.67,901.15,Returning,0.07,Bank Transfer,Online,South-Tracy,USA,TX,Ericaton
9878,2025-08-12,Jason,West,70065.9,42,Furniture,1763.32,2166.54,Returning,0.23,Cash,Online,West-Jason,USA,OR,Robertberg
8699,2025-08-04,Brian,East,134280.28,40,Furniture,2739.23,3949.42,Returning,0.15,Bank Transfer,Online,East-Brian,USA,VA,Bryantstad
5594,2025-07-22,Gregory,West,84794.85,39,Furniture,1637.09,2288.66,New,0.05,Credit Card,Retail,West-Gregory,USA,OR,Aaronborough
1581,2025-08-28,David,North,59090.78,33,Furniture,935.94,1846.01,New,0.03,Credit Card,Retail,North-David,USA,NY,Mariestad
9124,2025-03-21,Heather,South,97758.71,45,Furniture,1835.78,2387.27,Returning,0.09,Credit Card,Retail,South-Heather,USA,TX,Lake Anthony
4625,2025-05-02,Sharon,North,6961.05,4,Furniture,1558.17,2289.82,Returning,0.24,Cash,Retail,North-Sharon,USA,NY,Mendozaton
5802,2025-05-06,Joseph,West,54883.88,18,Furniture,2513.93,3545.47,New,0.14,Cash,Retail,West-Joseph,USA,CA,Johnsontown
4522,2025-12-03,Andrew,West,539.92,35,Food,10.55,17.53,Returning,0.12,Credit Card,Retail,West-Andrew,USA,WA,Port Ronaldfort
3012,2025-11-09,Sharon,East,9848.86,43,Furniture,210.24,248.96,New,0.08,Credit Card,Retail,East-Sharon,USA,NJ,Fowlerville
9249,2025-05-07,Gabriel,South,39423.63,18,Furniture,1433.6,2281.46,New,0.04,Bank Transfer,Retail,South-Gabriel,USA,TX,Tanyachester
2048,2025-07-08,Ashley,East,7364.45,9,Electronics,693.52,843.58,New,0.03,Credit Card,Retail,East-Ashley,USA,NJ,Rosalesside
4268,2025-07-10,Norman,East,38419.22,29,Furniture,870.53,1488.54,Returning,0.11,Bank Transfer,Online,East-Norman,USA,VA,New Oliviaton
8930,2025-06-25,Patricia,South,2100.03,15,Food,121.54,150.54,Returning,0.07,Credit Card,Online,South-Patricia,USA,FL,Port Frankton
4072,2026-01-14,Travis,West,1233.17,9,Food,127.2,150.57,Returning,0.09,Bank Transfer,Online,West-Travis,USA,WA,Thomasland
2064,2025-04-26,Catherine,North,37871.53,25,Furniture,1451.79,1741.22,New,0.13,Bank Transfer,Retail,North-Catherine,USA,NY,Port Jefferyshire
3227,2025-06-20,James,North,64692.15,39,Electronics,1059.47,1974.73,New,0.16,Bank Transfer,Retail,North-James,USA,MA,Justinburgh
7127,2025-09-07,Andrew,East,142.79,7,Food,11.37,21.03,Returning,0.03,Cash,Retail,East-Andrew,USA,NJ,New Christopherstad
7784,2025-03-30,Carlos,South,90.42,14,Food,4.8,7.02,Returning,0.08,Bank Transfer,Online,South-Carlos,USA,FL,Katelynstad
9690,2025-08-30,Jocelyn,West,4973.08,3,Furniture,1280.34,1744.94,Returning,0.05,Credit Card,Online,West-Jocelyn,USA,OR,Lake Tracyberg
3805,2025-10-29,Megan,East,22118.3,11,Furniture,1846.16,2452.14,Returning,0.18,Cash,Retail,East-Megan,USA,NJ,East Madeline
2011,2025-10-21,Kevin,East,42356.87,26,Electronics,1348.58,1986.72,Returning,0.18,Credit Card,Online,East-Kevin,USA,VA,South Stevenside
9474,2025-08-02,Janet,West,7734.1,50,Food,141.95,173.8,Returning,0.11,Cash,Online,West-Janet,USA,OR,East Dominique
9349,2025-09-18,Andrew,South,175333.32,48,Furniture,3503.66,4870.37,Returning,0.25,Cash,Online,South-Andrew,USA,GA,Port Kevinland
4285,2025-03-16,Katrina,West,441.79,12,Food,26.8,46.02,Returning,0.2,Cash,Retail,West-Katrina,USA,CA,West Justin
6047,2025-05-25,Kimberly,North,35255.85,8,Furniture,3166.75,4738.69,Returning,0.07,Cash,Online,North-Kimberly,USA,IL,Port Randy
8260,2025-05-30,Tara,East,1236.33,15,Food,54.96,108.45,New,0.24,Cash,Retail,East-Tara,USA,NJ,Cindystad
1376,2025-11-20,Brad,East,3496.83,34,Food,106.52,128.56,Returning,0.2,Credit Card,Retail,East-Brad,USA,NJ,Richardberg
4361,2025-09-23,Tracy,East,9442.06,7,Furniture,760.1,1498.74,Returning,0.1,Bank Transfer,Retail,East-Tracy,USA,NY,North George
9994,2025-05-17,Michael,South,8561.9,9,Electronics,790.01,1251.74,New,0.24,Bank Transfer,Retail,South-Michael,USA,GA,Aprilview
2234,2026-01-05,Yvette,East,15938.27,4,Furniture,2576.08,4284.48,Returning,0.07,Cash,Retail,East-Yvette,USA,NY,Port Teresa
4692,2025-12-17,Janice,South,713.33,15,Food,35.89,58.71,Returning,0.19,Cash,Retail,South-Janice,USA,TX,Nicholasborough
7516,2025-04-18,Martha,North,41591.83,14,Furniture,1758.87,3094.63,New,0.04,Credit Card,Retail,North-Martha,USA,NY,East Clinton
1050,2026-01-09,Hailey,East,483.46,22,Food,14.78,27.13,New,0.19,Credit Card,Online,East-Hailey,USA,NJ,North Elizabeth
5327,2025-12-07,Michael,West,69667.26,50,Electronics,1445.14,1786.34,New,0.22,Bank Transfer,Online,West-Michael,USA,WA,West Melissa
3896,2025-04-19,Elizabeth,West,111.69,14,Food,5.32,9.17,New,0.13,Cash,Retail,West-Elizabeth,USA,WA,Alexandraton
7972,2025-03-28,William,East,126709.92,45,Furniture,2567.21,3519.72,New,0.2,Bank Transfer,Retail,East-William,USA,NJ,East Destiny
7324,2025-10-09,Jerry,East,7154.33,32,Furniture,160.46,254.06,New,0.12,Bank Transfer,Retail,East-Jerry,USA,NY,Jeffreyborough
2677,2025-08-13,Aimee,North,34932.24,44,Electronics,613.4,844.59,New,0.06,Cash,Retail,North-Aimee,USA,MA,Richardberg
1383,2025-02-16,Debbie,West,307.29,13,Food,16.52,24.12,Returning,0.02,Bank Transfer,Retail,West-Debbie,USA,CA,Charlesport
6652,2025-07-06,Kyle,East,40858.76,18,Furniture,1910.69,2494.43,New,0.09,Bank Transfer,Online,East-Kyle,USA,VA,Johnville
7539,2025-06-21,Jeremy,West,1987.92,6,Electronics,275.43,414.15,New,0.2,Bank Transfer,Retail,West-Jeremy,USA,WA,New Reginastad
6153,2025-09-30,Lisa,North,2435.7,7,Electronics,311.69,382.37,New,0.09,Credit Card,Retail,North-Lisa,USA,MA,Johnsonborough
5373,2025-07-28,Matthew,South,2018.38,13,Food,101.83,165.17,New,0.06,Cash,Online,South-Matthew,USA,FL,West Lesliebury
4981,2025-04-19,Lisa,South,20083.68,10,Furniture,1777.67,2231.52,New,0.1,Cash,Retail,South-Lisa,USA,FL,Lake Tiffany
6527,2025-08-18,April,North,9459.62,6,Furniture,1304.53,1713.7,Returning,0.08,Cash,Retail,North-April,USA,IL,West Matthewview
1830,2025-07-27,Jason,East,49978.26,23,Furniture,1842.45,2716.21,New,0.2,Credit Card,Retail,East-Jason,USA,VA,Mariaberg
5262,2025-02-01,John,South,23475.71,22,Electronics,755.98,1317.38,Returning,0.19,Bank Transfer,Retail,South-John,USA,FL,West Richard
7789,2026-01-09,Bryce,East,12855.29,18,Electronics,637.67,820.9,New,0.13,Cash,Online,East-Bryce,USA,NY,North Elizabethstad
2790,2025-02-09,Brendan,West,33516.43,14,Furniture,2341.36,2919.55,Returning,0.18,Cash,Retail,West-Brendan,USA,WA,Tinaport
4065,2025-10-01,Rachel,West,312.69,6,Food,43.7,64.34,New,0.19,Credit Card,Online,West-Rachel,USA,CA,West Timborough
4095,2025-08-17,Matthew,South,11648.52,38,Electronics,305.66,393.0,Returning,0.22,Credit Card,Online,South-Matthew,USA,FL,South Brianaville
7489,2025-02-28,Alyssa,East,17543.67,46,Furniture,294.13,443.47,Returning,0.14,Credit Card,Retail,East-Alyssa,USA,VA,Marcusville
5041,2026-01-11,Sandy,West,447.68,13,Food,30.61,41.49,New,0.17,Cash,Online,West-Sandy,USA,CA,Valerieton
1362,2025-12-08,Meagan,North,51018.23,21,Furniture,1926.5,3075.24,Returning,0.21,Bank Transfer,Online,North-Meagan,USA,MA,Lake Morgan
8122,2025-06-12,David,West,96685.06,30,Furniture,3365.81,4131.84,Returning,0.22,Bank Transfer,Retail,West-David,USA,OR,Penningtonhaven
6280,2025-08-12,Kristy,South,6184.89,8,Electronics,457.97,780.92,Returning,0.01,Credit Card,Online,South-Kristy,USA,FL,New Dean
1451,2025-06-12,Donald,West,710.56,23,Food,22.02,35.51,New,0.13,Cash,Retail,West-Donald,USA,WA,Port Bradleyport
2229,2025-09-22,Caleb,North,6441.61,43,Food,123.91,168.32,Returning,0.11,Cash,Retail,North-Caleb,USA,IL,Victorborough
7069,2025-09-28,Misty,West,19360.94,27,Electronics,413.23,746.95,Returning,0.04,Cash,Online,West-Misty,USA,WA,North David
9058,2026-01-11,George,East,2236.16,25,Food,64.29,90.35,Returning,0.01,Credit Card,Retail,East-George,USA,NY,Shannonchester
7914,2025-08-28,Richard,North,63718.1,42,Electronics,1084.47,1872.96,New,0.19,Cash,Online,North-Richard,USA,MA,New Seanland
3390,2025-11-08,James,North,12799.25,9,Electronics,1315.87,1562.79,New,0.09,Bank Transfer,Online,North-James,USA,MA,East Danachester
7262,2025-05-21,Susan,East,130315.53,34,Furniture,2877.61,3992.51,New,0.04,Cash,Online,East-Susan,USA,NY,North Kendra
9607,2025-06-03,Melissa,East,5723.44,32,Food,94.17,186.31,New,0.04,Bank Transfer,Retail,East-Melissa,USA,NY,West Renee
5817,2025-01-20,Krista,West,348.69,6,Food,39.77,66.04,Returning,0.12,Bank Transfer,Retail,West-Krista,USA,WA,Clarkstad
2035,2025-10-17,James,West,3151.19,19,Food,109.29,195.12,Returning,0.15,Bank Transfer,Online,West-James,USA,OR,South Billyhaven
8374,2025-02-01,Nicole,West,1841.53,39,Food,45.68,56.89,Returning,0.17,Credit Card,Retail,West-Nicole,USA,CA,Floresview
6978,2025-06-18,Deanna,East,1121.97,7,Food,143.14,193.11,Returning,0.17,Bank Transfer,Retail,East-Deanna,USA,NJ,Rachelbury
8606,2025-05-03,Alicia,East,34665.92,49,Electronics,650.14,907.01,New,0.22,Cash,Online,East-Alicia,USA,VA,Riveraton
8286,2025-02-09,Jimmy,North,13579.86,42,Furniture,169.86,323.33,New,0.0,Credit Card,Online,North-Jimmy,USA,MA,East Jacob
8723,2025-11-04,Mary,West,19913.25,49,Furniture,320.99,489.63,New,0.17,Credit Card,Online,West-Mary,USA,OR,North Mark
9374,2025-03-29,Michael,West,5277.3,35,Food,105.68,179.5,Returning,0.16,Cash,Online,West-Michael,USA,OR,East Donna
3364,2025-05-30,Monica,North,72737.02,33,Furniture,1735.67,2320.16,New,0.05,Bank Transfer,Online,North-Monica,USA,NY,Watersshire
6741,2025-04-25,Deanna,West,3728.96,50,Food,62.1,86.72,Returning,0.14,Cash,Online,West-Deanna,USA,CA,Morrisshire
4191,2025-02-17,John,West,1378.12,9,Food,89.28,172.05,New,0.11,Cash,Retail,West-John,USA,CA,Brianborough
4606,2025-03-24,Robin,East,182.58,17,Food,9.88,12.94,Returning,0.17,Bank Transfer,Online,East-Robin,USA,NY,West Samuel
3917,2025-11-25,Holly,North,11024.94,7,Furniture,1264.63,1897.58,New,0.17,Cash,Online,North-Holly,USA,MA,Hillbury
1424,2025-04-16,Colin,East,20382.41,8,Furniture,1727.78,2830.89,Returning,0.1,Cash,Online,East-Colin,USA,VA,Guzmanshire
5526,2025-05-19,John,East,89217.25,32,Furniture,2208.85,3620.83,New,0.23,Credit Card,Online,East-John,USA,NJ,Sanchezshire
4086,2025-05-22,Susan,East,90337.46,32,Furniture,2371.04,3321.23,Returning,0.15,Bank Transfer,Online,East-Susan,USA,NY,South Anitafort
4729,2025-06-16,Stacy,West,18946.07,19,Electronics,902.14,1159.49,Returning,0.14,Cash,Online,West-Stacy,USA,WA,Beckerburgh
5290,2025-09-14,Jessica,West,21889.87,6,Furniture,2584.76,4800.41,Returning,0.24,Credit Card,Online,West-Jessica,USA,WA,North Kathryn
9989,2025-07-13,Stephanie,North,147449.79,36,Furniture,2488.96,4762.59,Returning,0.14,Credit Card,Online,North-Stephanie,USA,NY,South Barbara
3747,2025-05-28,Jonathon,North,4294.68,28,Food,146.8,189.36,Returning,0.19,Bank Transfer,Retail,North-Jonathon,USA,MA,Marisamouth
5316,2025-05-07,Catherine,East,168311.4,50,Furniture,2739.96,3619.6,Returning,0.07,Bank Transfer,Retail,East-Catherine,USA,NJ,South Russellview
5721,2025-05-27,Nicholas,West,111.47,1,Food,72.81,114.92,Returning,0.03,Bank Transfer,Online,West-Nicholas,USA,WA,Port Kathy
6411,2025-10-24,Jason,North,257.28,28,Food,6.94,9.88,Returning,0.07,Bank Transfer,Online,North-Jason,USA,IL,West Angela
8916,2025-10-20,Jennifer,South,6984.62,42,Food,160.59,191.15,New,0.13,Bank Transfer,Online,South-Jennifer,USA,GA,Angelicaville
7873,2025-11-02,Erica,East,4571.11,31,Food,151.31,191.5,New,0.23,Bank Transfer,Retail,East-Erica,USA,NY,East Rhonda
8783,2025-01-24,Phillip,South,44257.82,39,Furniture,1183.82,1418.52,Returning,0.2,Cash,Retail,South-Phillip,USA,FL,Turnerbury
3037,2025-05-21,Yolanda,South,17540.52,6,Furniture,2410.6,2952.95,New,0.01,Bank Transfer,Retail,South-Yolanda,USA,FL,North Sarah
4119,2025-12-26,Christopher,North,3648.93,34,Food,95.62,130.88,New,0.18,Credit Card,Retail,North-Christopher,USA,NY,Jessicafurt
4774,2025-05-16,Laura,North,12916.58,5,Furniture,1705.09,3399.1,New,0.24,Bank Transfer,Retail,North-Laura,USA,MA,West Jeffreyborough
4102,2025-08-09,Jason,South,624.53,5,Food,95.53,145.24,New,0.14,Cash,Online,South-Jason,USA,TX,Port Kevin
4470,2025-04-13,Beth,North,30497.44,15,Furniture,1417.42,2053.7,New,0.01,Credit Card,Online,North-Beth,USA,MA,Klinefort
2234,2025-12-21,Richard,East,13893.01,15,Furniture,710.74,1102.62,New,0.16,Cash,Online,East-Richard,USA,NJ,East Stephenville
4952,2025-05-05,Elijah,West,421.02,3,Food,82.03,144.68,Returning,0.03,Cash,Online,West-Elijah,USA,CA,North Jeffreyport
7610,2025-04-19,Anthony,South,56323.56,46,Electronics,851.34,1302.58,New,0.06,Credit Card,Retail,South-Anthony,USA,TX,East Kaitlynborough
9900,2025-08-15,Jeffrey,West,17127.18,21,Electronics,621.12,906.2,New,0.1,Credit Card,Online,West-Jeffrey,USA,CA,Thomasview
5477,2025-03-19,Lindsey,East,90690.44,24,Furniture,2455.12,4445.61,New,0.15,Cash,Retail,East-Lindsey,USA,NJ,Lake Alexa
7995,2025-05-25,Patricia,North,13029.12,50,Furniture,226.94,271.44,Returning,0.04,Bank Transfer,Retail,North-Patricia,USA,IL,Toddport
9317,2025-07-23,Kenneth,West,79241.98,48,Furniture,853.98,1667.55,Returning,0.01,Cash,Online,West-Kenneth,USA,WA,Lake Williambury
4273,2025-10-17,Samuel,North,4248.65,3,Furniture,948.65,1770.27,Returning,0.2,Credit Card,Online,North-Samuel,USA,IL,Lake Kyle
2242,2025-11-21,Christie,East,3496.71,46,Food,58.47,88.39,New,0.14,Bank Transfer,Retail,East-Christie,USA,VA,North Dakotaport
7457,2025-08-16,Bob,North,25901.79,28,Furniture,620.6,1156.33,New,0.2,Credit Card,Retail,North-Bob,USA,MA,Sandovalshire
7598,2025-02-16,Jerome,West,29175.23,22,Furniture,1015.28,1744.93,Returning,0.24,Bank Transfer,Retail,West-Jerome,USA,CA,Lake Michael
8899,2025-10-25,Robert,West,55948.27,41,Furniture,847.9,1421.45,New,0.04,Cash,Online,West-Robert,USA,OR,East Brittney
5109,2025-11-13,Karen,East,5283.18,45,Food,98.05,118.59,New,0.01,Credit Card,Retail,East-Karen,USA,VA,North Scottville
3238,2025-09-13,Nicole,South,30159.7,24,Electronics,715.22,1282.3,Returning,0.02,Bank Transfer,Retail,South-Nicole,USA,FL,Vegaburgh
9465,2025-08-28,Paul,South,75181.88,40,Electronics,1618.36,2440.97,New,0.23,Bank Transfer,Online,South-Paul,USA,GA,West Andrew
6286,2025-01-18,Laurie,East,2732.77,24,Food,69.9,130.88,Returning,0.13,Credit Card,Online,East-Laurie,USA,VA,Morenostad
3057,2025-10-25,Cassandra,South,4539.81,37,Food,86.58,144.35,Returning,0.15,Cash,Retail,South-Cassandra,USA,FL,Lake Brianna
9017,2025-03-12,Christopher,East,48154.78,38,Electronics,1188.0,1490.86,New,0.15,Credit Card,Retail,East-Christopher,USA,NY,Dylanburgh
6108,2025-08-31,Roberto,North,14595.2,5,Furniture,1683.78,3009.32,Returning,0.03,Credit Card,Retail,North-Roberto,USA,IL,Andersonside
2574,2025-04-13,Mario,West,7943.29,2,Furniture,2469.86,4565.11,New,0.13,Bank Transfer,Online,West-Mario,USA,CA,Skinnerton
1212,2025-06-23,Ronald,East,50113.73,29,Electronics,1480.27,1819.01,Returning,0.05,Credit Card,Online,East-Ronald,USA,NY,Kimmouth
5777,2025-06-18,Amy,East,51685.02,38,Furniture,1136.95,1387.89,New,0.02,Credit Card,Retail,East-Amy,USA,NJ,West Markmouth
1758,2025-04-26,Tracey,East,17478.01,34,Furniture,494.06,659.05,New,0.22,Credit Card,Retail,East-Tracey,USA,VA,Patrickland
3637,2025-11-01,Ian,South,166652.64,42,Furniture,2464.72,4008.0,New,0.01,Credit Card,Online,South-Ian,USA,TX,Harrisburgh
9496,2025-04-22,Martin,West,20243.34,6,Furniture,2480.69,3407.97,Returning,0.01,Cash,Retail,West-Martin,USA,WA,Port Matthewberg
2981,2025-05-17,Amy,North,6192.54,3,Furniture,1618.62,2172.82,New,0.05,Credit Card,Retail,North-Amy,USA,NY,Pittsside
8724,2025-07-28,Sarah,East,146562.7,45,Furniture,2985.93,3787.15,Returning,0.14,Credit Card,Online,East-Sarah,USA,VA,Jefferyshire
6713,2025-02-24,James,West,296.68,3,Food,94.94,113.67,New,0.13,Credit Card,Retail,West-James,USA,CA,Brandonton
9549,2025-08-07,Stephanie,East,10643.8,20,Electronics,577.79,700.25,New,0.24,Credit Card,Online,East-Stephanie,USA,NY,East Anthonyberg
5825,2026-01-05,Susan,East,104137.87,35,Furniture,2085.94,3459.73,New,0.14,Bank Transfer,Online,East-Susan,USA,NJ,West Danielle
3235,2025-03-11,Jonathan,South,1986.63,1,Furniture,1692.14,2159.38,New,0.08,Bank Transfer,Retail,South-Jonathan,USA,FL,Lisaview
7098,2025-03-25,Melanie,South,106349.76,24,Furniture,3298.75,4476.0,Returning,0.01,Credit Card,Online,South-Melanie,USA,GA,North Erica
5722,2025-10-01,Matthew,South,39364.66,14,Furniture,2387.4,3471.31,Returning,0.19,Cash,Online,South-Matthew,USA,TX,West Edgar
3531,2025-06-23,Kathryn,West,1786.08,13,Food,88.39,146.16,Returning,0.06,Cash,Retail,West-Kathryn,USA,OR,West Pattyview
1071,2025-12-28,Renee,South,1166.8,15,Food,66.37,85.48,Returning,0.09,Credit Card,Online,South-Renee,USA,TX,East Loristad
9061,2025-05-13,Lucas,East,113074.51,35,Furniture,2215.8,3892.41,New,0.17,Credit Card,Online,East-Lucas,USA,NY,New Charles
2474,2025-01-20,David,West,132277.96,34,Furniture,3362.26,4523.87,Returning,0.14,Bank Transfer,Retail,West-David,USA,OR,Campbellchester
3072,2025-11-09,Yvonne,South,1948.04,23,Food,61.38,100.83,Returning,0.16,Credit Card,Online,South-Yvonne,USA,GA,Davidland
5049,2025-05-19,Zachary,South,963.67,26,Food,33.35,40.73,New,0.09,Bank Transfer,Retail,South-Zachary,USA,TX,Richardsonton
8170,2025-07-21,Brent,East,113717.15,48,Electronics,1400.75,2467.82,Returning,0.04,Cash,Online,East-Brent,USA,VA,Leton
8761,2025-08-21,Emily,West,19015.29,14,Electronics,1257.53,1509.15,Returning,0.1,Credit Card,Online,West-Emily,USA,OR,South Amandafort
6452,2025-11-01,Jacob,West,24942.04,16,Electronics,1341.94,1658.38,New,0.06,Bank Transfer,Retail,West-Jacob,USA,OR,Francisshire
5447,2025-11-08,Kimberly,North,665.68,16,Food,33.78,45.72,New,0.09,Credit Card,Online,North-Kimberly,USA,NY,Port Nicole
5190,2025-01-30,Tracy,South,27556.22,16,Electronics,1160.68,2152.83,New,0.2,Cash,Retail,South-Tracy,USA,FL,North Debbieside
7047,2025-08-01,Alison,North,26874.12,27,Electronics,530.4,1058.87,New,0.06,Bank Transfer,Retail,North-Alison,USA,MA,Mitchellchester
1862,2025-08-30,Benjamin,West,22839.53,13,Electronics,1583.97,1909.66,New,0.08,Bank Transfer,Online,West-Benjamin,USA,OR,Beasleyburgh
3030,2025-04-19,Anthony,North,46087.43,13,Furniture,3144.34,4664.72,New,0.24,Bank Transfer,Online,North-Anthony,USA,IL,Judyshire
2691,2025-02-25,Jacob,North,62949.03,49,Electronics,790.94,1547.8,New,0.17,Cash,Online,North-Jacob,USA,IL,Lake Bianca
9600,2025-04-10,Travis,West,242.36,5,Food,49.02,58.4,Returning,0.17,Credit Card,Retail,West-Travis,USA,OR,South Nicolefurt
8093,2025-09-04,Amy,East,30.2,2,Food,9.52,18.19,Returning,0.17,Cash,Online,East-Amy,USA,NJ,Port Danahaven
2785,2025-08-05,Dean,South,7552.8,18,Furniture,283.38,419.6,New,0.0,Bank Transfer,Online,South-Dean,USA,GA,West Michelleton
6082,2025-09-22,Christina,North,77264.26,35,Electronics,1592.0,2373.71,Returning,0.07,Bank Transfer,Retail,North-Christina,USA,NY,East Nicolasmouth
1485,2025-07-19,Heather,South,31091.64,37,Electronics,651.38,977.11,New,0.14,Credit Card,Online,South-Heather,USA,FL,Christineburgh
6482,2025-08-26,Lisa,East,52155.79,39,Electronics,1005.62,1393.05,Returning,0.04,Credit Card,Online,East-Lisa,USA,NY,East Alisonhaven
3764,2025-06-25,Christina,South,14517.12,6,Electronics,1907.7,2419.52,New,0.0,Bank Transfer,Online,South-Christina,USA,GA,Timothystad
9276,2025-08-09,Christopher,West,33164.24,39,Electronics,516.01,924.31,Returning,0.08,Cash,Online,West-Christopher,USA,OR,East Linda
7197,2025-09-16,Brandy,West,57.94,1,Food,48.62,65.1,Returning,0.11,Bank Transfer,Retail,West-Brandy,USA,WA,Lake Alexander
3974,2025-01-28,Edwin,East,2520.22,3,Electronics,555.79,988.32,Returning,0.15,Cash,Retail,East-Edwin,USA,NY,Victoriastad
4786,2025-02-12,Benjamin,South,75328.33,50,Electronics,1270.23,1956.58,New,0.23,Credit Card,Retail,South-Benjamin,USA,TX,Lake Danielle
4182,2025-04-20,Molly,North,8578.72,10,Electronics,560.18,912.63,New,0.06,Credit Card,Retail,North-Molly,USA,MA,North Robert
1784,2025-03-11,Jennifer,South,90059.69,24,Furniture,2488.26,4169.43,New,0.1,Credit Card,Online,South-Jennifer,USA,TX,Michealport
1803,2025-11-17,Brian,East,40503.94,18,Electronics,1611.4,2393.85,New,0.06,Bank Transfer,Online,East-Brian,USA,NY,Fryehaven
5219,2025-04-27,Andrew,South,783.51,1,Electronics,691.84,861.0,New,0.09,Cash,Retail,South-Andrew,USA,GA,Lopezfort
